"","VD","CONT_PREC","OCORRENCIA","CONT_SEGUINTE","ITEM_LEXICAL","TRANSC_FONOLOGICA_SILAC","CONT_FON_PREC","CFP_abertura","CFP_anterioridade","CFP_tracoposicao1","CFP_tracoposicao2","CONT_FON_SEG","CFS_pontoc","CFS_sonor","TONICIDADE","POSICAO_S","CLASSE_MORFOLOGICA","CLASSE_MORFOLOGICA2","CLASSE_MORFOLOGICA3","MORFEMA.PLURAL","MORFEMA.PLURAL2","MUDANCA.SENTIDO","ESTILO","ARQUIVO.x","ANO.ENTREVISTA","LOCALIZACAO","PARTICIPANTE","STATUS_MORFOLOGICO","ARQUIVO.y","PERFIL","ESTADO","AMOSTRA","GENERO","IDADE","FAIXA_ETARIA","ESCOLARIDADE","ESCOLARIDADE2","INDICE_ESCOL_OUSHIRO","INDICE_ESCOL3","OCUPACAO","INDICE_OCUPACAO","TRABALHO.OUTROCARGO","INDICE_OUTRO_CARGO","INDICE_OUTRO_CARGO2","TRABALHO.SONHO","INDICE_OCUPACAO_SONHOS","INDICE_OCUPACAO_SONHOS2","OCUPACAO_LOCOMOCAO","OCUPACAO_LOCOMOCAO2","INDICE_LOCOMOCAO","OCUPACAO_DIST","MEGA_SENA","MEGA_SENA2","INDICE_MEGA","MEGASENA_TRABALHAR","MEGASENA_TRABALHAR2","INDICE_MEGA_TRABALHO","LAZER_CARACTERISTICA","INDICE_LAZER","LAZER_CAMPINAS_CARACTERISTICA","INDICE_LAZER_CAMPINAS","VIAGEM","INDICE_VIAGEM","VIAGEM_LUGAR","INDICE_VIAGEM_LUGAR","LAZER_VIAGEM_VONTADE2","INDICE_VIAGEM_VONTADE","BAIRRO_REGIAO","BAIRRO_REGIAO2","INDICE_BAIRRO","BAIRRO","CIDADE_RES","INFANCIA_MEMORIA","INDICE_INFANCIA","INDICE_SOCIO_OUSHIRO","CLASSE_SOCIAL","CLASSE_SOCIAL_BC","CLASSE_SOCIAL_BCC","IDADE_MIGRACAO","IDADE_MIGRACAO_fat","TEMPO_RESIDENCIA","TEMPO_RESIDENCIA_fat","PROP_VIDA_SP","PROP_VIDA_SP2","CID_ORIGEM","CID_RESIDENCIA","MOTIVO","AMIGOS","VIZINHOS","COLEGAS_ESTADO","COLEGAS_NE","COMIDA","MUSICA","CONVERSA","VOLTA","ONDE_MORARIA","ESTADUALIDADE","PAULISTIDADE","NORDESTINIDADE","DIF_SP","DIF_NE","DIF_FALAR","IMOVEL","INDICE_IMOVEL","PROPRIEDADE","NQUARTOS","NBANHEIROS","NCOMODOS","NPESSOAS","DENSIDADE_HABITACAO","NRENDA","RENDA_IND","INDICE_RENDA_IND","RENDA_FAM","INDICE_RENDA_FAM","ESCOLA_PAI","ESCOLA_PAI2","INDICE_ESCOL_PAI_OUSHIRO","INDICE_ESCOL_PAI","OCUPACAO_PAI","INDICE_OCUPACAO_PAI","ESCOLA_MAE","ESCOLA_MAE2","INDICE_ESCOL_MAE_OUSHIRO","INDICE_ESCOL_MAE","OCUPACAO_MAE","INDICE_OCUPACAO_MAE","OCUPACAO_AMIGO1","AMIGO1_CLASSIFICACAO","OCUPACAO_AMIGO2","AMIGO2_CLASSIFICACAO","OCUPACAO_AMIGO3","AMIGO3_CLASSIFICACAO","OCUPACAO_AMIGO4","AMIGO4_CLASSIFICACAO","OCUPACAO_AMIGO5","AMIGO5_CLASSIFICACAO","DOCUMENTADOR","INDICE_REDE_EST","INDICE_REDE_NE","INDICE_HABITOS","CLASSE_AUTODECLARADA","SAUDE","INDICE_ESCOL3_norm","INDICE_OCUPACAO_norm","INDICE_OUTRO_CARGO2_norm","INDICE_OCUPACAO_SONHOS2_norm","INDICE_LOCOMOCAO_norm","INDICE_MEGA_norm","INDICE_LAZER_norm","INDICE_LAZER_CAMPINAS_norm","INDICE_VIAGEM_norm","INDICE_VIAGEM_LUGAR_norm","INDICE_VIAGEM_VONTADE_norm","INDICE_BAIRRO_norm","INDICE_INFANCIA_norm","INDICE_RENDA_IND_norm","INDICE_RENDA_FAM_norm","INDICE_ESCOL_PAI_norm","INDICE_OCUPACAO_PAI_norm","INDICE_ESCOL_MAE_norm","INDICE_OCUPACAO_MAE_norm","DENSIDADE_HABITACAO_norm","INDICE_IMOVEL_norm","media_m2","PAIS","LAZER","VIAGEM2","INDICE_SOCIO_POLI","CFP_abertura2","CFS_pontoc2","CFS_sonoridade"
"5840","A","<A> anos <A> e as <A>","pessoas <A>","falam ""nossa mas <A> você","pessoas","pe-'so-a$","a","aberta","central","menos.anterior","menos.posterior","f","dorsal.labial","surda","atona","final","substantivo","substantivo","lexical","sim","sim","nao","conversa","PBCP_2018FB-_LucianaB",2018,"00:20:27.833","LucianaB",NA,"PBCP_2018FB-_LucianaB","FB-","PB","amostra2","feminino",27,"1a","superior","superior","4",7,"Operadora de caixa",3,NA,NA,NA,"agroindústria","prof.especializacao",2,"onibus","publico",0,NA,"comprar casa","gastar",0,"trabalhar.empresa","trabalhar","1","sem.custo",1,"custo",2,"nao",0,"nacional",2,"nacional",1,"periferia.sul","periferia",0,"Jardim Yeda","Campinas","negativa",0,2.38,"C2","baixa","media",22,"20+",6,"9-","22","ate1quarto","Sousa","Campinas","familia","maioria","nao","varios","nao","1xmes","sempre","tododia","nunca","outro",10,8,10,"7","6","10","casa",1,"proprio","1","1","2","3",1.5,2,"1a2SM",1,"1a2SM",1,"analfabeto","analfabeto","0",0,"Agricultor",1,"analfabeto","analfabeto","0",0,"Agricultora",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marina Russo",11,11,6,NA,NA,3.88888888888889,2.5,NA,5,0,0,2.5,5,0,3.33333333333333,2.5,0,0,1.25,1,0,"1",0,"1",3,2.5,3952.3,0,3.75,1.94444444444444,2.04,"aberta","labial","surda"
"5841","A","família de três <A> três <A>","pessoas <A>","| S um filho um","pessoas","pe-'so-a$","a","aberta","central","menos.anterior","menos.posterior","#","#","#","atona","final","substantivo","substantivo","lexical","sim","sim","nao","conversa","PBCP_2018FB-_RosemaraA",2018,"00:20:27.833","RosemaraA",NA,"PBCP_2018FB-_RosemaraA","FB-","PB","amostra2","feminino",35,"2a.3a","medio","medio","3.5",6,"Diarista",1,"decoradora","com.perspec",1,"medico","prof.especializacao",2,"onibus","publico",0,"longe","investir","investir",3,"parar.trabalhar","parar.trabalhar","0","custo",2,"nsai.ntem",0,"nao",0,"nacional",2,"nacional.internacional",2,"periferia.norte","periferia",0,"João Aranha","Paulínia","positiva",2,1.92,"D","baixa","baixa",30,"20+",5,"9-","14","ate1quarto","Soledade","Paulinia","trabalho","poucos","nao","nao","alguns","tododia","as.vezes","tododia","1xano","estado.origem",10,7,10,"5","0","10","casa",1,"alugado","3+","1","4","2",0.5,2,"1a2SM",1,"2a4SM",2,"fund1","fund","1",2,"Aposentado",NA,"analfabeto","analfabeto","0",0,"Aposentada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fernanda Guirelli",6,6,11,NA,NA,3.33333333333333,0.833333333333333,5,5,0,5,5,0,0,3.33333333333333,5,0,5,1.25,2,1.11111111111111,NA,0,NA,1,2.5,2672.33,0.555555555555556,2.5,2.77777777777778,2.92,"aberta","pausa","pausa"
"5842","A","senhora senhor com com as <A>","pessoas <A>","| D1 aqui não tem","pessoas","pe-'so-a$","a","aberta","central","menos.anterior","menos.posterior","#","#","#","atona","final","substantivo","substantivo","lexical","sim","sim","nao","conversa","PBCP_2018FB-_RosemaraA",2018,"00:20:30.643","RosemaraA",NA,"PBCP_2018FB-_RosemaraA","FB-","PB","amostra2","feminino",35,"2a.3a","medio","medio","3.5",6,"Diarista",1,"decoradora","com.perspec",1,"medico","prof.especializacao",2,"onibus","publico",0,"longe","investir","investir",3,"parar.trabalhar","parar.trabalhar","0","custo",2,"nsai.ntem",0,"nao",0,"nacional",2,"nacional.internacional",2,"periferia.norte","periferia",0,"João Aranha","Paulínia","positiva",2,1.92,"D","baixa","baixa",30,"20+",5,"9-","14","ate1quarto","Soledade","Paulinia","trabalho","poucos","nao","nao","alguns","tododia","as.vezes","tododia","1xano","estado.origem",10,7,10,"5","0","10","casa",1,"alugado","3+","1","4","2",0.5,2,"1a2SM",1,"2a4SM",2,"fund1","fund","1",2,"Aposentado",NA,"analfabeto","analfabeto","0",0,"Aposentada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fernanda Guirelli",6,6,11,NA,NA,3.33333333333333,0.833333333333333,5,5,0,5,5,0,0,3.33333333333333,5,0,5,1.25,2,1.11111111111111,NA,0,NA,1,2.5,2672.33,0.555555555555556,2.5,2.77777777777778,2.92,"aberta","pausa","pausa"
"5843","A","e senhora | S pras <A>","pessoas <A>","mais <A> velhas <A> |","pessoas","pe-'so-a$","a","aberta","central","menos.anterior","menos.posterior","m","dorsal.labial","sonora","atona","final","substantivo","substantivo","lexical","sim","sim","nao","conversa","PBCP_2018FB-_RosemaraA",2018,"00:20:30.643","RosemaraA",NA,"PBCP_2018FB-_RosemaraA","FB-","PB","amostra2","feminino",35,"2a.3a","medio","medio","3.5",6,"Diarista",1,"decoradora","com.perspec",1,"medico","prof.especializacao",2,"onibus","publico",0,"longe","investir","investir",3,"parar.trabalhar","parar.trabalhar","0","custo",2,"nsai.ntem",0,"nao",0,"nacional",2,"nacional.internacional",2,"periferia.norte","periferia",0,"João Aranha","Paulínia","positiva",2,1.92,"D","baixa","baixa",30,"20+",5,"9-","14","ate1quarto","Soledade","Paulinia","trabalho","poucos","nao","nao","alguns","tododia","as.vezes","tododia","1xano","estado.origem",10,7,10,"5","0","10","casa",1,"alugado","3+","1","4","2",0.5,2,"1a2SM",1,"2a4SM",2,"fund1","fund","1",2,"Aposentado",NA,"analfabeto","analfabeto","0",0,"Aposentada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fernanda Guirelli",6,6,11,NA,NA,3.33333333333333,0.833333333333333,5,5,0,5,5,0,0,3.33333333333333,5,0,5,1.25,2,1.11111111111111,NA,0,NA,1,2.5,2672.33,0.555555555555556,2.5,2.77777777777778,2.92,"aberta","labial","sonora"
"5844","A","dar um exemplo | S são","pessoas <A>","mais <A> velhas <P> do","pessoas","pe-'so-a$","a","aberta","central","menos.anterior","menos.posterior","m","dorsal.labial","sonora","atona","final","substantivo","substantivo","lexical","sim","sim","nao","conversa","PBCP_2018FB-_RosemaraA",2018,"00:20:32.279","RosemaraA",NA,"PBCP_2018FB-_RosemaraA","FB-","PB","amostra2","feminino",35,"2a.3a","medio","medio","3.5",6,"Diarista",1,"decoradora","com.perspec",1,"medico","prof.especializacao",2,"onibus","publico",0,"longe","investir","investir",3,"parar.trabalhar","parar.trabalhar","0","custo",2,"nsai.ntem",0,"nao",0,"nacional",2,"nacional.internacional",2,"periferia.norte","periferia",0,"João Aranha","Paulínia","positiva",2,1.92,"D","baixa","baixa",30,"20+",5,"9-","14","ate1quarto","Soledade","Paulinia","trabalho","poucos","nao","nao","alguns","tododia","as.vezes","tododia","1xano","estado.origem",10,7,10,"5","0","10","casa",1,"alugado","3+","1","4","2",0.5,2,"1a2SM",1,"2a4SM",2,"fund1","fund","1",2,"Aposentado",NA,"analfabeto","analfabeto","0",0,"Aposentada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fernanda Guirelli",6,6,11,NA,NA,3.33333333333333,0.833333333333333,5,5,0,5,5,0,0,3.33333333333333,5,0,5,1.25,2,1.11111111111111,NA,0,NA,1,2.5,2672.33,0.555555555555556,2.5,2.77777777777778,2.92,"aberta","labial","sonora"
"5845","A","aprendeu o costume <A> de (sempre)","pessoas <A>","mais <A> velhas <A> senhor","pessoas","pe-'so-a$","a","aberta","central","menos.anterior","menos.posterior","m","dorsal.labial","sonora","atona","final","substantivo","substantivo","lexical","sim","sim","nao","conversa","PBCP_2018FB-_RosemaraA",2018,"00:20:35.053","RosemaraA",NA,"PBCP_2018FB-_RosemaraA","FB-","PB","amostra2","feminino",35,"2a.3a","medio","medio","3.5",6,"Diarista",1,"decoradora","com.perspec",1,"medico","prof.especializacao",2,"onibus","publico",0,"longe","investir","investir",3,"parar.trabalhar","parar.trabalhar","0","custo",2,"nsai.ntem",0,"nao",0,"nacional",2,"nacional.internacional",2,"periferia.norte","periferia",0,"João Aranha","Paulínia","positiva",2,1.92,"D","baixa","baixa",30,"20+",5,"9-","14","ate1quarto","Soledade","Paulinia","trabalho","poucos","nao","nao","alguns","tododia","as.vezes","tododia","1xano","estado.origem",10,7,10,"5","0","10","casa",1,"alugado","3+","1","4","2",0.5,2,"1a2SM",1,"2a4SM",2,"fund1","fund","1",2,"Aposentado",NA,"analfabeto","analfabeto","0",0,"Aposentada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fernanda Guirelli",6,6,11,NA,NA,3.33333333333333,0.833333333333333,5,5,0,5,5,0,0,3.33333333333333,5,0,5,1.25,2,1.11111111111111,NA,0,NA,1,2.5,2672.33,0.555555555555556,2.5,2.77777777777778,2.92,"aberta","labial","sonora"
"5846","A","eu sinto | S pelas <A>","pessoas <A>","que eu estou <E> hoje","pessoas","pe-'so-a$","a","aberta","central","menos.anterior","menos.posterior","k","dorsal.labial","surda","atona","final","substantivo","substantivo","lexical","sim","sim","nao","conversa","PBCP_2018FB+_MelanieG",2018,"00:20:36.149","MelanieG",NA,"PBCP_2018FB+_MelanieG","FB+","PB","amostra2","feminino",47,"2a.3a","medio","medio","3.5",6,"Diarista",1,"vendedora","com.perspec",1,"medica","prof.especializacao",2,"onibus","publico",0,"longe","voltar.estado","voltar.estado",1,"parar.trabalhar","parar.trabalhar","0","sem.custo",1,"nsai.ntem",0,"nao",0,"SP-estado",NA,"nacional",1,"periferia.norte","periferia",0,"João Aranha","Paulínia","negativa",0,2.13,"C2","baixa","media",32,"20+",15,"10+","32","de1a2quartos","Soledade","Paulinia","trabalho","maioria","nao","nao","nao","tododia","sempre","tododia","1xano","NE",10,0,10,"8","8","10","casa",1,"proprio","2","1","3","2",0.7,2,"1a2SM",1,"1a2SM",1,NA,NA,NA,NA,"Aposentado",NA,NA,NA,NA,NA,"Aposentada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fernanda Guirelli",7,7,12,NA,NA,3.33333333333333,0.833333333333333,5,5,0,1.66666666666667,2.5,0,0,NA,2.5,0,0,1.25,1,NA,NA,NA,NA,1.4,2.5,2672.33,NA,1.25,1.25,1.82,"aberta","dorsal","surda"
"5847","A","acho aqui é que as <A>","pessoas <A>","não são muito acolhedora |","pessoas","pe-'so-a$","a","aberta","central","menos.anterior","menos.posterior","n","coronal","sonora","atona","final","substantivo","substantivo","lexical","sim","sim","nao","conversa","PBCP_2018FB+_MelanieG",2018,"00:20:36.149","MelanieG",NA,"PBCP_2018FB+_MelanieG","FB+","PB","amostra2","feminino",47,"2a.3a","medio","medio","3.5",6,"Diarista",1,"vendedora","com.perspec",1,"medica","prof.especializacao",2,"onibus","publico",0,"longe","voltar.estado","voltar.estado",1,"parar.trabalhar","parar.trabalhar","0","sem.custo",1,"nsai.ntem",0,"nao",0,"SP-estado",NA,"nacional",1,"periferia.norte","periferia",0,"João Aranha","Paulínia","negativa",0,2.13,"C2","baixa","media",32,"20+",15,"10+","32","de1a2quartos","Soledade","Paulinia","trabalho","maioria","nao","nao","nao","tododia","sempre","tododia","1xano","NE",10,0,10,"8","8","10","casa",1,"proprio","2","1","3","2",0.7,2,"1a2SM",1,"1a2SM",1,NA,NA,NA,NA,"Aposentado",NA,NA,NA,NA,NA,"Aposentada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fernanda Guirelli",7,7,12,NA,NA,3.33333333333333,0.833333333333333,5,5,0,1.66666666666667,2.5,0,0,NA,2.5,0,0,1.25,1,NA,NA,NA,NA,1.4,2.5,2672.33,NA,1.25,1.25,1.82,"aberta","coronal","sonora"
"5848","A","falta de atenção que as <A>","pessoas <A>","tratam aos <A> outro |","pessoas","pe-'so-a$","a","aberta","central","menos.anterior","menos.posterior","t","coronal","surda","atona","final","substantivo","substantivo","lexical","sim","sim","nao","conversa","PBCP_2018MA-_JonasP",2018,"00:20:38.440","JonasP",NA,"PBCP_2018MA-_JonasP","MA-","PB","amostra2","masculino",23,"1a","medio","medio","3.5",6,"Agricultor",1,"motorista","com.perspec",1,"politico","prof.especializacao",2,NA,NA,NA,NA,"ajudar.outros","ajudar.outros",2,NA,NA,NA,"sem.custo",1,"nsai.ntem",0,"nao",0,NA,NA,"nacional",1,"periferia.norte","periferia",0,NA,"Engenheiro Coelho","positiva",2,2.17,"C2","baixa","media",17,"19-",6,"9-","26","de1a2quartos","Nova Holinda","EngenheiroCoelho","trabalho","maioria","varios","alguns","alguns","tododia","nunca","tododia","menos1xano","estado.origem",10,0,10,"10","9","10","casa",1,"alugado","2","1","3","3",1,2,"1a2SM",1,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marina Russo",10,10,9,NA,NA,3.33333333333333,0.833333333333333,5,5,NA,3.33333333333333,2.5,0,0,NA,2.5,0,5,1.25,1,NA,NA,NA,NA,2,2.5,NA,NA,1.25,1.25,2.66,"aberta","coronal","surda"
"5849","A","| S e como as <A>","pessoas <A>","vinham trabalhando aqui | S","pessoas","pe-'so-a$","a","aberta","central","menos.anterior","menos.posterior","v","dorsal.labial","sonora","atona","final","substantivo","substantivo","lexical","sim","sim","nao","conversa","PBCP_2018MA-_JonasP",2018,"00:20:41.343","JonasP",NA,"PBCP_2018MA-_JonasP","MA-","PB","amostra2","masculino",23,"1a","medio","medio","3.5",6,"Agricultor",1,"motorista","com.perspec",1,"politico","prof.especializacao",2,NA,NA,NA,NA,"ajudar.outros","ajudar.outros",2,NA,NA,NA,"sem.custo",1,"nsai.ntem",0,"nao",0,NA,NA,"nacional",1,"periferia.norte","periferia",0,NA,"Engenheiro Coelho","positiva",2,2.17,"C2","baixa","media",17,"19-",6,"9-","26","de1a2quartos","Nova Holinda","EngenheiroCoelho","trabalho","maioria","varios","alguns","alguns","tododia","nunca","tododia","menos1xano","estado.origem",10,0,10,"10","9","10","casa",1,"alugado","2","1","3","3",1,2,"1a2SM",1,"1a2SM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marina Russo",10,10,9,NA,NA,3.33333333333333,0.833333333333333,5,5,NA,3.33333333333333,2.5,0,0,NA,2.5,0,5,1.25,1,NA,NA,NA,NA,2,2.5,NA,NA,1.25,1.25,2.66,"aberta","labial","sonora"
"5850","A","S mas <A> | S é","pessoas <A>","que às <0> vez <0>","pessoas","pe-'so-a$","a","aberta","central","menos.anterior","menos.posterior","k","dorsal.labial","surda","atona","final","substantivo","substantivo","lexical","sim","sim","nao","conversa","PBCP_2018MB+_MatheusA",2018,"00:20:41.343","MatheusA",NA,"PBCP_2018MB+_MatheusA","MB+","PB","amostra2","masculino",50,"2a.3a","fund1","fund","1.5",2,"Trabalha com a parte industrial em empresa",1,"nao","sem.perspec",0,"mecanico","prof.intermediaria",1,"caminhando","publico",0,"perto","comprar.casa","gastar",0,NA,NA,NA,"custo",2,"custo",2,"sim",1,"SP-estado",0,"nacional",1,"periferia.norte","periferia",0,"João Aranha","Paulínia","negativa",0,2.17,"C2","baixa","media",20,"20+",30,"10+","60","maismetade","Soledade","Paulinia","trabalho","metade","alguns","nao","alguns","1xmes","nunca","tododia","1xano","estado.origem",9,9,10,"8","3","9","casa",1,"proprio","3+","3+","4","4",1,2,"2a4SM",2,"2a4SM",2,NA,NA,NA,NA,"Falecido",NA,NA,NA,NA,NA,"Aposentada",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fernanda Guirelli",7,7,8,NA,NA,1.11111111111111,0.833333333333333,0,2.5,0,0,5,5,5,0,2.5,0,0,2.5,2,NA,NA,NA,"1",2,2.5,2672.33,NA,5,2.5,1.81,"aberta","dorsal","surda"
"5851","A","| S né por conta da","Petrobrás <A>","| S eh | S","Petrobrás","pe-tRo-'bRa$","a","aberta","central","menos.anterior","menos.posterior","#","#","#","tonica","final","substantivo","substantivo","lexical","nao","nao","nao","conversa","PBCP_2018FA+_PenelopeM",2018,"00:20:41.343","PenelopeM",NA,"PBCP_2018FA+_PenelopeM","FA+","PB","amostra2","feminino",25,"1a","superior","superior","4.5",8,"Trabalha no RH de uma empresa",5,"gerente","com.perspec",1,"engenheiro.civil","prof.especializacao",2,"onibus","publico",0,"longe","ajudar.instituicoes","ajudar.outros",2,NA,NA,NA,"custo",2,"nsai.ntem",0,"sim",1,"nacional",2,"nacional.internacional",2,"periferia.norte","periferia",0,"João Aranha","Paulínia","positiva",2,3.19,"B2","media","media",10,"19-",15,"10+","60","maismetade","Juazeirinho","Paulinia","familia","nenhum","nao","nao","alguns","1xsemana","as.vezes","1xmes","nunca","outro",8,0,8,"10","7","5","casa",1,"alugado","2","1","3","2",0.7,2,"2a4SM",2,"2a4SM",2,NA,NA,NA,NA,NA,NA,"medio","medio.superior","3.5",6,"Diarista",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fernanda Guirelli",4,5,4,NA,NA,4.44444444444444,4.16666666666667,5,5,0,3.33333333333333,5,0,5,3.33333333333333,5,0,5,2.5,2,NA,NA,3.33333333333333,"1",1.4,2.5,2672.33,3.33333333333333,2.5,4.44444444444444,3.86,"aberta","pausa","pausa"
"5852","A","S é pi/ que faz <A>","pigmentos <A>","de cerâmica porcelanato | S","pigmentos","pi-gi-'mE-to$","o","meia.fechada","posterior","menos.anterior","mais.posterior","d","coronal","sonora","atona","final","substantivo","substantivo","lexical","sim","sim","nao","conversa","ALCP_2018FB-_YasminS",2018,"00:20:48.756","YasminS",NA,"ALCP_2018FB-_YasminS","FB-","AL","amostra2","feminino",35,"2a.3a","medio","medio","3.5",6,"faz bico de caixa de restaurante aos fins de semana",0,"nao","sem.perspec",0,"analista de credito","prof.especializacao",2,"onibus","publico",0,"perto","investir","investir",3,"trabalhar.pequeno-negocio","trabalhar","1","custo",2,"sem.custo",1,"nao",0,NA,NA,NA,NA,"periferia.sul","periferia",0,"Jardim Campo Belo","Campinas","positiva",2,2.59,"C1","media","media",33,"20+",1,"9-","3","ate1quarto","Arapiraca","Campinas","trabalho","poucos","nao","nao","alguns","tododia","as.vezes","1xmes","nunca","SP",8,6,10,"7","6","5","casa",1,"proprio","2","1","3","3",1,2,"1a2SM",1,"1a2SM",1,"fund1","fund","1",2,"frentista",1,"fund1","fund","1",1,"auxiliardecozinha",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fernanda Guirelli",6,7,5,NA,NA,3.33333333333333,0,0,5,0,5,5,2.5,0,NA,NA,0,5,1.25,1,1.11111111111111,"1",0.555555555555556,"1",2,2.5,2569.1,0.833333333333333,3.75,0,2.69,"meio.fechada","coronal","sonora"
"5853","A","pau) todinho ali com | S","pisca-pisca <A>","<A> essas <A> coisa ou","pisca-pisca","pi$-kapi$-ka","i","fechada","anterior","mais.anterior","menos.posterior","k","dorsal.labial","surda","tonica","medial","substantivo","substantivo","lexical","nao","nao","nao","conversa","ALCP_2018MB-_RicardoR",2018,"00:20:48.756","RicardoR",NA,"ALCP_2018MB-_RicardoR","MB-","AL","amostra2","masculino",27,"1a","fund2","fund","2.5",4,"Balconista de bar",3,"sim","com.perspec",1,"caminhoneiro","prof.intermediaria",1,"caminhando","publico",0,"perto",NA,NA,NA,NA,NA,NA,"custo",2,"nsai.ntem",0,"nao",0,"SP-estado",0,"nenhum",0,"periferia.norte","periferia",0,"Residencial dos Imigrantes","Holambra","negativa",0,1.92,"D","baixa","baixa",23,"20+",0,"9-","0","ate1quarto","Arapiraca","Holambra","trabalho","maioria","varios","varios","nao","nunca","sempre","1xmes","1xano","estado.origem",9,3,10,"10","8","10","outros",0,"alugado","2","1","3","2",0.7,1,"1a2SM",1,"1a2SM",1,"analfabeto","analfabeto","0",0,NA,NA,"analfabeto","analfabeto","0",0,"agricultora",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marina Russo",8,10,7,NA,NA,2.22222222222222,2.5,5,2.5,0,NA,5,0,0,0,0,0,0,1.25,1,0,NA,0,"1",1.4,0,6442.17,0,2.5,0,1.37,"fechada","dorsal","surda"
"5854","A","aí tem tem o quê? tem","piscinas <A>","tudo eu acho que tem","piscinas","pi-'si-na$","a","aberta","central","menos.anterior","menos.posterior","t","coronal","surda","atona","final","substantivo","substantivo","lexical","sim","sim","nao","conversa","PBCP_2017FB-_JoelmaM",2017,"00:20:48.756","JoelmaM",NA,"PBCP_2017FB-_JoelmaM","FB-","PB","amostra2","feminino",33,"1a","medio","medio","3.5",6,"Auxiliar de Produção",1,"enfermagem","com.perspec",1,"enfermagem","prof.especializacao",2,"onibus","publico",0,"perto","ajudar.outros","ajudar.outros",2,NA,NA,NA,"sem.custo",1,"custo",2,"sim",1,"nacional",2,"nacional",1,"periferia.norte","periferia",0,"João Aranha","Paulínia","positiva",2,3,"C1","media","media",33,"20+",0,"9-","0","ate1quarto","Soledade","Paulinia","trabalho","nenhum","alguns","alguns","varios","1xmes","nunca","tododia","1xano","estado.origem",10,2,10,"10","10","10","casa",1,"alugado","3+","3+","4","4",1,3,"2a4SM",2,"2a4SM",2,NA,NA,NA,NA,"Aposentada",NA,NA,NA,NA,NA,"Aposentado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fernanda Guirelli",6,9,8,NA,NA,3.33333333333333,0.833333333333333,5,5,0,3.33333333333333,2.5,5,5,3.33333333333333,2.5,0,5,2.5,2,NA,NA,NA,NA,2,2.5,2672.33,NA,3.75,3.61111111111111,3.42,"aberta","coronal","surda"
"5855","H","troco o cabeamento eu troco (o","plástico <H>",") assim quebrou uma coisa","plástico","'pla$-ti-ko","a","aberta","central","menos.anterior","menos.posterior","t","coronal","surda","tonica","medial","substantivo","substantivo","lexical","nao","nao","nao","conversa","ALCP_2018MA-_FabianoJ",2018,"00:20:57.241","FabianoJ",NA,"ALCP_2018MA-_FabianoJ","MA-","AL","amostra2","masculino",22,"1a","medio","medio","3.5",6,"manutenção de estufa",2,"nao","sem.perspec",0,"tecnico em eletronica","prof.especializacao",2,"onibus","publico",0,"longe","ajudar.outros","ajudar.outros",2,NA,NA,NA,"custo",2,"custo",2,"nao",0,NA,NA,"nacional.internacional",2,"periferia.norte","periferia",0,NA,"Holambra","positiva",2,2,"D","baixa","baixa",19,"19-",2,"9-","9","ate1quarto","Girau do Ponciano","Holambra","trabalho","maioria","alguns","alguns","nao","1xsemana","sempre","tododia","1xano","estado.origem",9,1,10,"5","3","8","casa",1,"alugado","3+",NA,"4","4",1,3,"1SM",0,"2a4SM",2,NA,NA,NA,NA,"pedreiro",1,NA,NA,NA,NA,"donadecasa",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Andreza Parra",9,9,11,NA,NA,3.33333333333333,1.66666666666667,0,5,0,3.33333333333333,5,5,0,NA,5,0,5,0,2,NA,"1",NA,"0",2,2.5,NA,NA,5,2.5,3.23,"aberta","coronal","surda"
